ProfitLoss	Revenue	Assets	Equity	SuoShuZhengJianHuiHangYeDaLei
-3839254.37	27973568.95	21455022.13	16224931.14	化学原料和化学制品制造业
7102565.18	113954237.1	107174804.3	46838938.01	汽车制造业
4281540.78	214336570.5	426348345.3	176040332.9	通用设备制造业
6190393.63	80220054.09	148589598.1	113756862.4	I65 软件和信息技术服务业
2920495.51	45152750.95	42103336.45	24692840.09	电子元件
4972581.77	34282329.81	77840607.79	41334713.6	金属表面处理及热处理加工
20701294.38		147475952.7	122330848.6	其他金融业
31236976.26	72111445.9	110512462.5	100099215.8	软件和信息技术服务业
1059704.24	23099318.56	18725694.63	15050295.08	互联网和相关服务业
43773998.45	258832117	516668829.9	388970154.4	铁路运输业，电子产品批发业
3390734.07	18023803.21	21656409.05	20342617.21	L72商务服务业
2225994.57	72171577.23	172608961.9	105408621.9	化学原料及化学制品制造业
10852132.41	106495355.5	114407149.9	71853656.07	建筑装饰和其他建筑业（《上市公司行业分类指引（2012年修订》E50）
10109309.02	102573982.8	250155963.2	78584000.15	信息系统集成服务
6825520.63	65107522.58	30941330.14	18574473.33	I65软件和信息技术服务业（依据证监会发布的《上市公司分类指引》（2012年修订））、I65软件和信息技术服务业（依据《国民经济行业分类》（GB/T 4754-2011）标准）
2822420.86	17372807.51	20523910.38	12905442.92	专业技术服务业
953556.52	225743576.8	178147961.2	63208755.22	C26化学原料及化学制品制造业
3211734.86	16562665.92	52250627.89	34529707.4	电影和影视节目制作
11128293.06	170469482.9	111537201.2	53822936.24	化学原料和化学制品制造业
-129611.55	13679144.67	16559074.56	14208953.05	仪器仪表制造业(C40)
-746941.85	246538.45	29060071.93	13409349.96	软件和信息技术服务业
6438186.07	22558082.09	16850976.47	10536919.27	信息传输、软件和信息技术服务业
-791376.09	36759164.2	61156470.35	29618508.47	汽车制造业（C36）
1392590.53	22724761.7	21444885.25	9159368.72	制造业中的铁路、船舶、航空航天和其他运输设备制造业C37
26596706.04	304012339.9	164140868.1	90655351.39	C35专用设备制造业
17248552.94	264042352.4	278104918.1	148158633.7	计算机、通信和其他电子设备制造业专用设备制造业。行业代码为C39。
10514980.22	161786919.2	304155198.9	150316025.5	装备制造业
743853	17711573.71	31213057.21	25263981.81	其他金属加工机械制造
36999542	512643761.2	766811731.7	198061569.2	建筑装饰行业
5220666.87	759792390.9	830806826.1	154110175.9	C-30非金属矿物制品业（依据证监会《上市公司行业分类指引》（2012年修订））
-2068517.25	4866814.24	8520028.65	7584805.42	C24文教、工美、体育和娱乐用品制造业
26937050.89	372735830.7	586412258.2	225848098.2	畜牧业
1940258.3	47318107.84	24238826.38	14292546.17	塑料机械
481571.2	16815021.73	17137081.28	6961344.41	C26化学原料和化学制品制造业
3539477.55	70312634.49	77888061.77	49146065.35	C35 专用设备制造业
11412432.49	114161052.8	171178912.7	76045801.46	通用设备制造业
8427985.38	27409113.73	45662460.68	30204497.75	专业设备制造
-18461983.3	11237886.64	201198912.3	44146551.67	电气机械和器材制造业
-41367411.34	1022973485	180436603.7	448908.9	零售
531471.35	22560449.68	5019240.96	4622350.78	零售业
982688.26	31710991	19977582.09	6664557.75	专用设备制造业（《上市公司行业分类指引》（2012年修订））（分类代码C35）；其他农、林、牧、渔业机械制造（《国民经济行业分类》（GB/T4754-2011))(分类代码C3579)
3723603.36	41184707.86	25105799.86	20273824.28	C3581
5648293.16	51011264.01	197414562.3	47705681.12	C制造业
-6005070.15	38970876.28	152514912.5	23896839.49	印刷专用设备制造业
6732638.74	65442282.08	52773864.77	21632174.9	信息系统集成服务细分行业
637801.33	4589874.55	9670655.21	8812132.11	A05农、林、牧、渔服务业；A0513农产品初加工服务
1263326.82	36320502.47	40167990.12	22647394.29	I65软件和信息技术服务业
12096247.35	30302261.76	89858325.18	82341915.55	电气机械和器材制造业
3091421.48	400795180.3	145679685.4	37263068.33	批发业业(分类代码：F51)
19444.14	10733603.39	20064285.82	8518862.75	C33金属制品
6955186.19	41240290.59	54808728.64	34130699.55	C33金属制品业
1711011.24	39868448.88	67546863.63	33973498.11	新闻和出版业(R85)
11155142.04	101294966.7	118984936.8	71647146.46	E48土木工程建筑业、M74专业技术服务业、N78公共设施管理业、A01农业、A02林业
2702211.86	24615137.81	25437227.76	17014592.76	软件和信息技术服务业
-86731.7	33289280.64	20123933.28	12063154.99	软件和信息技术服务
957250.11	5780388.44	13203967.73	12647879.52	信息传输、软件和信息技术服务业
109165268.1	1605609365	1686257048	533459679.3	C30 非金属矿物制品业
-6630252.62	83973815.28	160558427.8	92183138.24	C354
7491719.68	95030030.89	84991939.35	57591568.28	电气机械和器材制造业
1856448.66	23044161.78	61662005.1	39819501.94	信息传输、软件和信息技术服务业
5792254.09	176366536	368768410.5	238433496.3	C30 非金属矿物制品业（上市公司行业分类指引（2012年修订））；C3099 其他非金属矿物制品制造（国民经济行业分类（GB/T4754－2011））
1150113.33	46607456.75	38786761.39	29030978.96	电气机械和器材制造业，行业代码C38
1878989.13	18053664.31	35405240.45	24642601.17	C40-仪器仪表制造业
8310616.28	88161540.71	187249995.4	92813962.16	通用设备制造业
8639768.4	132363799.9	105571387.5	62890875.82	通用设备制造业
19451013.37	332574100.7	302126672.9	178818584.6	C38电器机械和器材制造业
348931577.5	688300802.3	13112185993	11460117417	其他金融行业（J69)
2384186.53	31404631.16	14949740.08	8772772.45	土木工程建筑业
21222912.86	322677762.1	179553275.7	107852462	橡胶和塑料制品业
9672142.68	57988336.69	62168424.46	48043747.05	专业技术服务业
5040984.05	80041149.95	112615420.2	56148192.51	C29橡胶和塑料制品业
11717752.38	30088401.01	65150609.28	39566055.41	生态保护和环境治理业
-12645737.82	96328586.98	59610609.15	19543680.47	根据《上市公司行业分类指引（2012年修订）》，公司所处行业为“I 65软件和信息技术服务业”，根据《国民经济行业分类(GB_T_4754-2011)》，公司所处行业为“I 65软件和信息技术服务业”。
14960768.96	108030129.1	280551138	159715421.9	制造业-电气机械和器材制造业
2928627.69	23588828.92	38205899.76	34310071.2	软件和信息技术服务业
-1284061.24	11694609.84	42730420.54	8507432.54	专用设备制造业
-2562383.42	8661134.41	34601722.48	20164813.45	计算机、通信和其他电子设备制造业
4504407.34	92304585.71	54120377.08	24466277.69	批发和零售业
492066.51	12678887.43	12520209.66	12153053.98	M74专业技术服务业
7379936.96	88072276.13	148411567	69232575.83	C35专用设备制造业
20403249.32	340110745.2	314256369.3	141152518.9	食品制造业、农副食品加工业
-2325366.26	23476062.53	10935339.34	3052486.84	I65软件和信息技术服务业
-54918276.52	60850783.34	116574767.3	75581173.89	通信系统设备制造业（行业代码C3921）
8816760.7	306630271.2	453892069.8	131800130.4	农林牧渔业
18803700.54	59269617.4	52313457.27	32264038.21	专用设备制造业
14008607.65	171373314.1	702276304.7	144276355.3	通用设备制造业
2746751.3	73005228.36	19831164.67	17417411.53	农、林、牧、渔服务业（A05）
16355882.21	79588417.55	156557976.7	119871342.8	金属制品业
6133832.1	91265602.86	100916452.4	34814510	建筑业
6461544.72	243967298	248474054.8	167584596.9	M74专业技术服务业
-217736.98	32274318.6	14439131.1	6493323.05	商业服务业
519728.18	13598281.59	9852338.87	8027100.62	I65 软件和信息技术服务业
1376552.47	18164256.29	29889715.56	11884063.35	仪器仪表制造业 C41
				
675106	17723284.82	22831741.5	15354753.43	专用设备制造
1930.13	32963414.55	83368314.65	57568845.92	C33-金属制品业
1369062.27	110191348.6	74585475.9	51183266.85	制造业
-930184.13	15395696.85	10761312.9	4891237.11	信息传输、软件和信息技术服务业
2336966.99	69329456.86	73007500.77	23902225.9	计算机、通信和其他电子设备制造业（C39）
2050692.8	25362208.97	43992296.76	12185727.66	电气机械和器材制造业
18699753.59	126155657.6	2262705690		J金融业-J66货币金融服务业
-819772.71	12973957.31	17926565	9023399.82	I63 电信、广播电视和卫星传输服务
47187.88	80372154.98	68291960.74	30960256.17	公司属于制造业（C）中的计算机、通信和其他电子设备制造业（C39）；根据中国《国民经济行业分类》国家标准（GB/4754-2011），公司所处行业为“C39计算机、通信和其他电子设备制造业”下的“C393广播电视设备制造”。
2765450.83	29458149	33121346.87	13927769.41	M74专业技术服务
-750726.35	4953720.33	22483296.71	11674777.36	专业技术服务业（根据《国民经济行业分类和代码表》（GB/T4754-2011）
-9873208.44	528409996.6	501831297.4	198918808.1	根据中国证监会发布的《上市公司行业分类指引》（2012年修订版）规定，公司所处行业为I65-软件和信息技术服务业；根据《国民经济行业分类与代码》，公司所属行业为I65-软件和信息技术服务业。公司具体细分行业为建筑智能化与节能行业。
43500557.69	365320709.6	380841361.8	171935099.7	“文教，工美，体育和娱乐用品制造业”（C24）
5230028.61	42919822.09	54661071.52	18482869.28	公用设施管理下的子行业环境卫生管理
4837262.67	95523501.21	217290680.4	116223683.4	畜牧业
-7871226.54	16086285.97	41214816.22	36201573.42	"计算机、通信和其他电子设备制造业（《上市公司行业分类指引（2012年修订）》C39）,通信系统设备制造（《国民经济行业分类》(GB/T4754-2011)c3921）"
5435347.38	35258203.63	36393371.19	28648333.93	M74专业技术服务业
1292133.99	15032621.26	12131738.72	7933942.08	电气机械和器材制造业、其他电气机械和器材制造
9459394.28	49498025.62	92685261.03	66798425.14	软件和信息技术服务业
4422211.04	11358396.83	19515048.34	17784892	I6420 互联网信息服务业
2849912.18	10258250.55	26153732.32	23379560.45	科技推广和应用服务业
921725.33	29275382.64	17633804.26	7492822.41	商务服务业
18429612.22	81234146.41	76658243.26	38340392.32	互联网和相关服务
75649086.63	703948304.3	788519879	297649788.9	计算机、通信和其他电子设备制造业
13709020	104298329.4	164311664.1	54694328.34	C35:专用设备制造业
530589.7		50186858.3	33365488.93	专用设备制造业
141348.14	7494765.48	12823385.29	8352482.87	C27 医药制造业
12605147.67	101100386.8	71130027.47	41812725.03	化学原料和化学制品制造业
-2728298.47	8575327.96	53806549.38	38030350.05	电器机械及器材制造业
118143735.9	308577889.1	587931405.4	449299955.4	生态保护和环境治理业
12275732.67	118756459	45372402.67	30212283.13	商务服务业
9371498.62	19206155.6	30938077.86	27410387.55	仪器仪表制造业（分类代码C40）
9579651.38	343267355.6	329298688.5	52709814.72	软件和信息技术服务业
1033566.03	13272980.18	9592036.33	8131441.78	商务服务业
10152610.61	103325795.6	266924949.3	230211834.3	专用设备制造业（C35）
1200999.11	48312683.76	96486707.55	41822369.72	C34 制造业
-2412557.02	9844729.83	18253496.95	9887993.86	电气机械和器材制造业
-854736.8	23206269.32	49476265.74	48943071.3	C13农副食品加工业（根据中国证监会2012年修订的《上市公司行业分类指引》）
7187294.07	71971993.54	73727181.69	47445558.57	专业技术服务业
120721.88	32315473.31	31369886.56	20645350.85	印刷和记录媒介复制业
5855827.69	799606660.9	511271700.9	218943111.4	根据中国证监会的行业划分标准，本公司属于批发业（F51）
-12048743.27	85419683.31	197641127	119157463.7	橡胶和塑料制品业
8158393.28	31328258.8	52210918.74	43426126.54	制造业
2224909.96	57885199.54	59318588.11		管道和设备安装行业
4163897.04	55287971.18	163390845.5	78028642.1	化学原料与化学制品制造业
24205988.88	80308411.15	171074268.2	139033370.6	C26-化学原料和化学制品制造业
8159584.9	28099638.55	30877792.35	19080129.29	软件和信息技术服务业
10298912.23	121464684.5	186952981.3	57187935.85	C 36汽车制造业
46777731.98	2147636203	5680419292	1360568115	E48土木工程建筑业
-734144.63	9270516.58	14488858.26	10571079.71	专用设备制造业（《上市公司行业分类指引》（2012年修订））（分类代码C35）
14037676.22	499323646.7	515744331.7	310751599.3	商务服务业
7573160.26	41937609.35	42278278.14	28050111.81	软件和信息技术服务业
53981427.72	689522686.2	1146964121	394849418.7	土木工程建筑业、专业技术服务业、农业、林业
91978.51	5158823.17	12290713.23	10711522.99	R-文化、体育和娱乐业
-19533690.42	97291896.18	367408206.5	105681736.9	通用设备制造业（C34)
4842694.65	34971362.74	52151809.87	44179738.88	医疗仪器设备及器械制造行业
13482615.75	360104023.3	276312742.2	62954174.83	C34 通用设备制造业、C3439 其他物料搬运设备制造
-218952.65	3034807.38	5977110.99	5165097.26	I65软件和信息技术服务业
4044442.64	38650658.13	145578798.4	25129973.23	电力、热力、燃气及水生产和供应业
2773862.78	16733732.92	22438602.02	19085426.04	建筑安装业（E49）
16381237.74	74647941.14	247084678.8	171759868.9	化学原料和化学制品制造业 C26
8453240.2	114431587	133443707.5	67774093.09	化学原料及化学制品制造业
576970.67	127355352.3	195820669.8	34429249.94	C30非金属矿物制品业
-364514.4	38157717.9	20813587.93	16301075.64	L 租赁和商务服务业 –L72商务服务业
8429579.54	276433788.4	243950953.8	104921071.6	制造行业C30-非金属矿物制品业
3222947.46	425813764	502998642	268603047.9	C30非金属矿物制品业
82236875.47	507004075.9	672525540.7	524694338.3	C39 计算机、通信和其他电子设备制造业
9428908.1	34270414.17	53590621.56	26725913.9	通用设备制造业
43214.72	9301387.46	35045199	9836212.56	40仪器仪表制造业
35906963.84	483466203	714855098.7	342427033.5	C38 电器机械和器材制造业
14433402.32	121105609.3	152210670.4	65025231	本公司所从事的专业领域为软件和信息技术的研发、生产和销售。根据中国证券监督管理委员会下发的《上市公司行业分类指引（2012年修订）》，本公司从事行业属于“软件和信息技术服务业”（行业代码I65）
-59536424.68	211870121.2	601359561.7	230915401.1	专用设备制造业（证监会《上市公司行业分类指引（2012 年修订）》，代码: C35）
909487.95	119991897.2	303095414	181153918.2	化学原料及化学制品制造业
52151043.16	572357168.7	502045351	165930782.9	通用设备制造业（C34）
-509276.69	10710746.69	10516570.57	8474886.08	仪器仪表制造业（C40）
-533555.25	20941887.22	55283140.74	45753584.71	专用设备制造业（分类代码C35）
2390226.2	102025135.6	62776849.96	18310522.53	橡胶和塑料制品业
4101233.2	22875655.63	46472882.59	15638535.36	通用机械
13761997.23	188076125.8	161842280.7	37270234.59	C38电气机械和器材制造业
19681547.52	139149871.2	256632865.5	143297171.2	A01 农业
9451388.4	592199956	283457168.7	115978331.3	C31 黑色金属冶炼和压延加工业
10056182.45	58972895.76	122969300.1	110786399.7	电气机械及器材制造业
16995831.92	217430005.8	379669184.4	151918115	其他建筑材料制造（C3039）/非金属矿物制造品（C30）
9068381.51	266806802.1	431150710.9	222406150.4	化学原料和化学制品制造业
2443571.8	9386825	33986900.43	7965497.34	食品制造业
6428529.98	131684757.6	190525546.2	113898090.9	化学原料和化学制品制造业
14900171.93	96904237.3	98676147.48	53124714.9	M74专业技术服务业（证监会《上市公司行业分类指引》）
22135766.88	78660029.05	149047222.5	108745831.1	互联网信息服务业
60528538.16	235892795.3	367393132.4	304052758.6	其他制造业行业代码C2439
252872352.5	545276457.4	745435183	610515335	医疗诊断、监护及治疗设备制造（C3581）
9516825.96	166356753.3	314121107.4	185728489.4	通用设备制造业
15319559.84	77099454.39	197394596.4	180328963	制造业下的计算机、通信和其他电子设备制造业（C39）
6859364.26	52393390.15	64310292.76	34303410.67	电气机械和器材制造业、 输配电及 控制设备制造业
7985778.84	44023419.62	50245075.78	27926622.06	社会服务业
3668005.5	114334319.9	174941368.6	93369390.95	C35专用设备制造业
-324212.88	10412368.98	35062914.21	9247604.78	电气机械和器材制造业
11399754.54	127508566.2	162403537.2	143354767.1	软件和信息技术服务业
2460339.52	10094450.94	20195346.45	18997798.04	科学研究和技术服务业（M）——专业技术服务业（M74）
536815.78	51900915.72	89110803.91	31245749.64	专用设备制造业
2148372.96	62757169.35	46365779.21	32382618.06	电气机械和器材制造业（C38）
39158901.84	459498038.3	955289561.2	319326111.5	专用设备制造业
22080588.24	496679198.9	243968826.1	166110563.9	F51，批发业
14142089.83	39547946.96	128235537.6	72351470.37	畜牧业
7177237.17	153214739.5	520650251.9	296975940.6	通用设备制造业
-2057528.26	9787576.94	16497574.22	15800455.38	C29橡胶和塑料制造业 中国证监会《上市公司行业分类指引》（2012修订）； C2921，即塑料薄膜制造业 国民经济行业分类和代码表（GB/T4754-2011）
21034319.73	209691083.9	328403366.2	241130761.3	化学原料和化学制品制造业（C26）
3532538.87	97908608.75	403684535.9	234785817.8	专用设备制造业
1830645.46	31098910.11	72090566.71	29755434.68	C35专用设备制造业
13034512.73	115636948.7	123662426.4	80256577.87	印刷和记录媒介复制业
105100692.9	1155426119	563130824.9	340813879.4	其他服务业（O81）
-52204361.23		496797386.6	251494783.8	畜牧业
4225864.14	18817967.06	43533287.81	31192575.96	I65 软件和信息技术服务业
2968230.41	22446350.98	28073486.96	17797994.77	文化艺术业
6724270.92	52640160.22	43607583.23	19414609.99	C39计算机、通信和其他电子设备制造业
672618.58	10681785.18	9844435.27	7461889.52	信息传输、软件和信息技术服务业
-74479.25	17743687.33	12226247.01	11244124.3	软件和信息技术服务业
12090807.02	5002206130	2471147323	452377318.4	批发和零售业-零售业
48644977.33	253762927.3	245616857.1	212417795.9	信息传输、软件和信息技术服务业（I）中的软件和信息技术服务业（I65）
78842.71	12592419.41	21623630.92	11215255.03	电气机械和器材制造业（代码C38）
356947.73	11223049.13	7367724.32	6581301.56	软件和信息技术服务业
6905129.38	77142883.78	94830918.54	35646763.65	非金属矿物制品业（c30）
9522500.52	61157248.47	94424836.37	70213178.74	C35“专用设备制造业”
108742.05	6305818.54	6359626.72	5811780.02	计算机、通信和其他电子设备制造业
-9368503.04	27095251.4	65043731.85	21465472.9	软件和信息技术服务业
1067794.62	10660640.74	12119523.97	9437889.53	专业技术服务业
-4267356.46	20381621.39	42893321.51	25223502.81	C35专用设备制造业
2837587.52	16780425.66	77090625.46	68183778.56	《上市公司行业分类指引》（2012年修订）“A 农、林、牧、渔业-A01 农业”
506139.32	59119929.96	121325854.8	98273508.2	通用设备制造业
-2668682.87	50113331.76	71935230.23	19375528.85	C.制造业----24.文教、工美、体育和娱乐用品制造业。
653600.46	23702537.23	32546380.48	26728398.38	M74
36039000.71	192638602.4	405311025.6	337218107.1	仪器仪表制造业
2409070.69	59342755.44	46029808.7	11509379.13	电线电缆制造业
309350810.7	3950104560	5803460592	1966923103	化学原料和化学制品制造业(分类代码：C26)
10811591.72	120430436.3	98943645.29	72472422.22	按证监会公告【2012】31号《上市公司行业分类指引（2012年修订）》划分的行业分类，公司行业代码为“C34 通用设备制造业”；按国家统计局发布的《国民经济行业分类》（GB/T 4754-2011）划分的行业分类，公司属于“C34 通用设备制造业”中的小类“C3442 气体压缩机械制造”。
2604396.65	101698500.5	52305498.81	16861721.52	橡胶和塑料制品业
891914.47	15449602.56	19642728.66	13610170.08	C35专用设备制造业
48539663.43	224421093.7	220376935.3	183375490.9	其他塑料制品制造（C2929）
611659.18	51353884.26	121499515.7	45182572.99	C39 计算机、通信和其他电子设备制造业
-5508517.39	31101061.18	128721243.8	76800126.3	信息传输、软件和信息技术服务业中的软件和信息技术服务业（I65）
4102997.68	15438078.32	12333468.55	9247359.3	广播、电视、电影和影视录音制作业（R86）
8489253.93	89619121.37	97207193.75	55229130.43	工业自动控制系统装置制造（C4011）和信息传输、计算机服务和软件业（G62）
-1901042.11	9503480.03	5585885.48	3713689.1	软件和信息技术服务业（《上市公司行业分类指引》（2012年修订））（分类代码I65）
8385634.71	117529953.2	106660561.7	43539584.8	I65软件和信息技术服务业
1414917.75	34466405.76	46815834.03	31044054.57	I65软件和信息技术服务业
-200266.26	25464405.9	24317601.18	20418948.06	商务服务业 行业代码为L72
12082257.82	65515002.32	265533778.5	118414357.2	L71租赁业
2189015.27	29058344.15	43267961.14	19602513.48	通用设备制造业
34028847.57	260873488.7	275613001.3	157129620.6	通用设备制造业
-24748026.69	241897080.4	360982617.2	103603227.2	C17纺织业，证监会《上市公司行业分类指引》（2012年修订）
10198992.03	26068907.58	39555909.14	27855969.35	R86广播、电视、电影和影视录音制作业。
81027067.01	559221706.5	10685499515	1708190216	资本市场服务
8295409.43	22343247.87	128526728.3	116429724.4	非金属矿物制品业
5615568.71	55833387.99	56315136.9	12386104.15	电气机械和器材制造业（C38）
21539671.54	105628483.4	149140202.2	99120533.95	C34通用设备制造业
2336958.49	32628671.35	80825169.23	38407553.37	计算机、通信和其他电子设备制造业（C39）和仪器仪表制造业（C40)
24618252.58	159564760.6	298188636.7	234204524.5	专用设备制造业（《中国证监会上市公司行业分类指引（2012 年修订）》C35)，其他专用设备制造（《国民经济行业分类指引》（GB_T_4754-2011）C3599）
1021024.44	5136106.38	14034648.73	13323688.87	软件和信息技术服务业
27591619.15	2503380736	891483570.6	161864711.8	E50、建筑装饰和其他建筑业
1507527.06	29716199.18	50176553.09	12198962.85	洗染服务业
3087823.3	124105253.9	145314824.6	63923308.84	C39计算机、通信和其他电子设备制造业
34110735.61	238263898.9	313966942.1	291716045.5	化学原料及化学制品制造业（C26）
34962.58	7579449.76	9159988.37	6027455.8	852232 信息服务 计算机应用 软件开发及服务
14711285.75	381173493	328628854.9	163877970.3	C41其它制造业
24479261.91	196296446.4	227715624	113960713.5	电气机械和器材制造业
3408114.44	264161251.1	524226300.3	288812617.9	计算机、通信和其他电子设备制造业
4239393.9	22690148.82	29318247.64	22079672.34	制造业
14555444.69	217240163.3	231157439.8	122777615.1	食品制造行业
102890446.5	1147515058	508844808.5	456032912.3	农副产品加工
2599816.67	18046580.71	16129695.75	14015366.22	软件和信息技术服务业（I65）
9339528.84	45197142.39	120916471.9	70260574.13	N77 生态保护和环境治理业
-7043820.99	168841616.3	362364619.1	198001156.7	食品制造业
7408449.35	145380677.6	147969088.5	61414857.04	C30非金属矿物制品业
10117030.58	94432801.24	72798100.89	62843187.03	L72 商务服务业
475397.87	42551130.9	28487523.73	15936605.11	C38电气机械和器材制造业
5967642.34	158252903.6	81759890.84	52190813.86	批发和零售业
621979.21	17880821.65	24809019	21815607.35	C40仪器仪表制造业
22571261.94	140179560.8	298637438.5	167784479.3	C30 制造业-非金属矿物制品业
-5851482.75	53926869.38	160714666.8	61705242.58	橡胶和塑料制品业
656954.97	30366070.19	20375427.82	10685660.11	信息传输、软件和信息技术服务业
9914608.2	106594311.3	104475537.6	55465064.02	电气机械及器材制造业”中的电力电子元器件制造业（国民经济行业分类标准（GB/T4754-2011）C3824，电气机械和器材制造业（《上市公司行业分类指引》（2012年修订）C38）
16966848.65	238276680.7	291019125.4	61242805.32	化学原料和化学制品制造业（C26）、化妆品制造（C2682）
52377.78	18082637.53	11797217.84	6900277.65	根据证监会发布的《上市公司行业分类指引》（2012年修订），公司所处行业属于“G交通运输、仓储和邮政业”中的“G54道路运输业”；根据《国民经济行业分类》（GB/T4754-2011）公司所处行业属于“G交通运输、仓储和邮政业”中的“G4534道路运输业”。
-5766913.12		229359640.8	152626344.3	医药制造业
1569348.39	9154104.95	13576346.04	11667187.93	制造业
-8564041.8	4130486.71	107698438.9	104819661	化学原料及化学制品制造业
4374881.78	29512655.23	28806437.08	27627447.73	C26化学原料和化学制品制造业
3525459.53	38858098.48	47113279.51	33571236.59	化学原料和化学制品制造业
4131986.17	19563143.01	22939875.85	21411096.43	I65软件和信息技术服务业
13906911.49	148535072.7	243391099.2	87539873.51	C34通用设备制造业
8705069.62	64438400.95	74211872.39	28706993.2	卫生
14096710.2	145997167.6	239276014.1	161807320.4	制造业
15645256.01	72714538.93	234092891.9	132119507.4	香料、香精制造
802222.23	106154651.1	39428092.66	20538144.76	G58-装卸搬运和运输代理业
1411273.99	83958332.95	183351915	165305390.8	I65软件和信息技术服务业
1393426.55	11675297.38	19010578.13	17193130.63	软件和信息技术服务业
9339196.48	208195460.1	122961345.4	57767771.75	租赁和商务服务业
9364544.1	1273041457	417930164	142558630.9	有色金属冶炼和压延加工业
7685960.69	144650605.9	123697663.3	81860524.46	C26 化学原料及化学品制造业
22362115.48	280379682.8	303185411.2	100040831.7	建筑业中的土木工程建筑业（E48）
40930674.81	217929626.6	188682075.9	123100385	电气机械和器材制造业（C38）
13661391.6	302885220.4	440446167.7	182848212.9	制造业（C）中的通用设备制造业（C34）
14749024.27	270630598	308788425.3	151127080.1	B11 开采辅助活动
2560182.12	20966991.23	24221207.86	17423059.86	专用设备制造业（C35）
17449609.89	480286768.3	635537379.8	243030557.1	专用设备制造业
2968552.74	7052104.36	9426464.35	8435287.62	软件和信息技术服务业
215707.01	38598590.56	33879842.19	21198515.37	C30-非金属矿物制品业
16668880.82	312532288.2	535653083.2	162108384	电气机械及器材制造行业
9766463.01	262682592.3	119626339.2	56640416.55	橡胶和塑料制品业（C29）
1643929.23	80772475.74	166158642.5	40180906.6	电工机械专用设备制造业 GB3561
38382014.46	64942782.07	558945275.5	373674479	"J金融业-J66货币金融服务（行业代码“J66"")"
1533705.67	20103925.26	25566395.69	11683850.98	制造业
14619297.8	84567307.83	62519443.55	30757761.39	软件和信息技术服务业
3771106.3	61548602.24	89364070.52	62541854.71	专用设备制造业（行业编码C35）
457171.06	22944955.96	57950998.88	24150488.89	金属制品业
11316645.69	125384930.7	161383423.8	91353781.03	农副食品加工业
16341779.47	121065713.8	140004166.1	96426515.5	农业服务业
-6283473.27	160264880.8	432098664.1	213103718.4	C38电气机械和器材制造业
68088377.37	621611113	1278726152	376819345.8	土木工程建筑业
-2612119.28	8621019.65	20277425.51	7980639.51	C34 通用设备制造业
24357570.34	150431941.7	292733164.3	184524864	根据《上市公司行业分类指引（2012年修订》，属于C38电器机械和器材制造业；根据《国民经济行业分类（GB/T 4754-2011）》，属于C38电器机械和器材制造业中的C382输配电及控制设备制造
16077402.51	736504881.6	216825450.9	140276378.9	L726人力资源服务
38049234.42	250172433.5	268526531.4	155678871	C22造纸和纸制品业
2345626.77	44116745.98	87682136.68	55782835.24	公司水处理业务属于水的生产和供应业（分类代码：D46）；水质在线自动监测仪业务属于仪器仪表制造业（分类代码：C40）
3177068.08	31426179.34	21616245.32	19943345.76	软件和信息技术服务业
1690165.56	42179753.41	80141684.02	36125772.37	橡胶和塑料制品业
4675033.6	61388487.4	62506382.67	59098780.36	化学原料和化学制品制造业
913510.01	16342253.92	23847402.43	12178903.68	C342--金属加工机械制造业
1714916.23	62699889.16	57647187.09	15494178.52	计算机、通信和其他电子设备制造业（代码C39），细分行业集成电路行业；
2770873.43	62335848.17	74048274	26919292.5	食品制造业（行业代码C14）
6213485.39	115442419	249160197.9	211051894.3	软件和信息技术服务业
-914378.99	33403199.48	28906967.62	14578843.86	C26 化学原料和化学制品制造业
31887637.66	266364093.1	520518738.3	297184620.8	土木工程建筑业
5783638.74	129381465.6	187880418.2	98818560.47	C32有色金属冶炼和压延加工业
9106854.36	88097200.3	76657528.01	52702341.32	计算机、通信和其他电子设备制造业
2721970.31	50696374.54	43087027.44	14089200.28	其他制造业
31355037.1	427049920.1	846134284.9	256143435.6	制造业（C）—金属制品业（C33）
26937577.3	225145780.6	353165349.8	219467511.6	仪器仪表制造业（C40）
166213.63	8227700.02	10186276.85	7201514.45	属于制造业，细分行业属于计算机、通信和其他电子设备制造业（C-39）。
-663282.17	47121488.24	30855953.04	11379882	印刷和记录媒介复制业—包装装潢及其他印刷（证监会《上市公司行业分类指导（2012年修订）》，代码：C23）
33195680.24	300210050.8	382625160.1	246052296.1	C38电气机械和器材制造业
6305849.01	168456322.7	161940193.3	63375736.73	建筑装饰和其他建筑业
2676688.85	127273966	61627358.67	56108263.83	批发和零售贸易
303281.23	71847821.63	79947019.37	26142759.77	E50 建筑装饰和其他建筑业
7865588.36	85659445.68	43518098.1	21819713.82	仪器仪表制造业
9086098.54	610752814.1	307649577.3	95664545.86	零售业
10260655.49	131610283.1	111219193.8	42051493.26	制造业（C38）
-103396618	431372685.2	847390645.5	251310622.1	电气机械和器材制造业——照明器具制造
10339497.85	136256617.2	154971135.6	78337160.75	根据中国证监会2012年发布的《上市公司行业分类指引》规定，公司属于大类“C制造业”中的子类“C38电气机械和器材制造业”。根据国家统计局2011年修订的《国民经济行业分类与代码》，公司所处行业为C38电气机械和器材制造业，细分行业为C3825光伏设备及元器件制造。
1758205.49	39973981.64	15467607.02	7510460.31	I65软件和信息技术服务业
